topcreditor,topdebtor,creditor,debtor,amount,risk
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,com.sun.mirror.apt,com.sun.mirror.apt,1,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,com.sun.mirror.util,com.sun.mirror.util,49,7
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,com.sun.mirror.util,com.sun.mirror.declaration,65,5
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.env,org.eclipse.jdt.apt.core.internal.env,1,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,com.sun.mirror.apt,2,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,com.sun.mirror.util,4,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,com.sun.mirror.declaration,2,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,org.eclipse.jdt.apt.core.internal.env,174,13
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,org.eclipse.jdt.apt.core.util,2,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,org.eclipse.jdt.apt.core.internal.util,25,6
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,org.eclipse.jdt.apt.core.internal,18,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,org.eclipse.jdt.apt.core.internal.declaration,14,3
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.env,org.eclipse.jdt.apt.core.internal.generatedfile,8,3
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.util,com.sun.mirror.apt,1,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.util,org.eclipse.jdt.apt.core.util,25,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.util,org.eclipse.jdt.apt.core.internal.util,4,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.util,org.eclipse.jdt.apt.core.internal,18,3
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.util,org.eclipse.jdt.apt.core.internal.generatedfile,2,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,com.sun.mirror.declaration,2,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,org.eclipse.jdt.apt.core.internal.env,24,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,org.eclipse.jdt.apt.core.internal.util,129,14
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,org.eclipse.jdt.apt.core.internal,11,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,com.sun.mirror.type,3,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,org.eclipse.jdt.apt.core.internal.declaration,20,9
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.util,org.eclipse.jdt.apt.core.internal.type,1,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal,com.sun.mirror.apt,10,3
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal,org.eclipse.jdt.apt.core.internal.env,47,4
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal,org.eclipse.jdt.apt.core.util,6,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal,org.eclipse.jdt.apt.core.internal.util,24,5
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal,org.eclipse.jdt.apt.core.internal,182,12
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal,org.eclipse.jdt.apt.core.internal.generatedfile,11,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,com.sun.mirror.type,com.sun.mirror.type,2,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.declaration,com.sun.mirror.util,30,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.declaration,com.sun.mirror.declaration,2,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.declaration,org.eclipse.jdt.apt.core.internal.env,9,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.declaration,org.eclipse.jdt.apt.core.internal.util,62,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.declaration,org.eclipse.jdt.apt.core.internal.declaration,216,23
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.type,com.sun.mirror.util,9,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.type,org.eclipse.jdt.apt.core.internal.env,1,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.type,org.eclipse.jdt.apt.core.internal.util,6,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.type,org.eclipse.jdt.apt.core.internal.declaration,9,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.type,org.eclipse.jdt.apt.core.internal.type,6,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.generatedfile,org.eclipse.jdt.apt.core.util,8,1
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.generatedfile,org.eclipse.jdt.apt.core.internal.util,50,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.generatedfile,org.eclipse.jdt.apt.core.internal,97,2
org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.core.internal.generatedfile,org.eclipse.jdt.apt.core.internal.generatedfile,122,9
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.apt.core.util,1,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.apt.core.internal,8,4
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.apt.core.internal.generatedfile,2,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.internal.apt.pluggable.core.filer,org.eclipse.jdt.apt.core.internal.util,2,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.internal.apt.pluggable.core.filer,org.eclipse.jdt.apt.core.internal,9,2
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.core,org.eclipse.jdt.internal.apt.pluggable.core.filer,org.eclipse.jdt.apt.core.internal.generatedfile,6,2
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,5,3
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.internal.apt.pluggable.core,6,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core,4,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core.filer,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,13,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core.filer,org.eclipse.jdt.internal.apt.pluggable.core,3,1
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.internal.apt.pluggable.core.filer,org.eclipse.jdt.internal.apt.pluggable.core.filer,11,5
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.internal.compiler.apt.dispatch,2,2
org.eclipse.jdt.apt.pluggable.core,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.apt.pluggable.core.dispatch,org.eclipse.jdt.internal.compiler.apt.model,1,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.apt.core.util,16,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.apt.core.internal.util,35,4
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.core,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.apt.core.internal,8,2
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.apt.ui.internal.preferences,198,10
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.apt.ui.internal,2,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.apt.ui.internal.util,3,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui.internal,org.eclipse.jdt.apt.ui.internal,4,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui.internal.util,org.eclipse.jdt.apt.ui.internal,5,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui,org.eclipse.jdt.apt.ui.internal.util,org.eclipse.jdt.apt.ui.internal.util,8,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.internal.ui.preferences,5,2
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.internal.ui.wizards,1,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.internal.ui.wizards.dialogfields,98,6
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.internal.ui.util,2,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.internal.ui,1,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.internal.ui.dialogs,4,1
org.eclipse.jdt.apt.ui,org.eclipse.jdt.ui,org.eclipse.jdt.apt.ui.internal.preferences,org.eclipse.jdt.ui.wizards,6,1
org.eclipse.jdt.astview,org.eclipse.jdt.astview,org.eclipse.jdt.astview,org.eclipse.jdt.astview,12,2
org.eclipse.jdt.astview,org.eclipse.jdt.astview,org.eclipse.jdt.astview.views,org.eclipse.jdt.astview,1,1
org.eclipse.jdt.astview,org.eclipse.jdt.astview,org.eclipse.jdt.astview.views,org.eclipse.jdt.astview.views,31,11
org.eclipse.jdt.compiler.apt,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.compiler.apt.dispatch,org.eclipse.jdt.internal.compiler.apt.dispatch,52,12
org.eclipse.jdt.compiler.apt,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.compiler.apt.dispatch,org.eclipse.jdt.internal.compiler.apt.model,17,3
org.eclipse.jdt.compiler.apt,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.compiler.apt.dispatch,org.eclipse.jdt.internal.compiler.apt.util,7,1
org.eclipse.jdt.compiler.apt,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.compiler.apt.model,org.eclipse.jdt.internal.compiler.apt.dispatch,108,1
org.eclipse.jdt.compiler.apt,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.compiler.apt.model,org.eclipse.jdt.internal.compiler.apt.model,184,12
org.eclipse.jdt.compiler.apt,org.eclipse.jdt.compiler.apt,org.eclipse.jdt.internal.compiler.apt.util,org.eclipse.jdt.internal.compiler.apt.util,118,9
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval,org.eclipse.jdt.internal.debug.eval,116,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval,org.eclipse.jdt.debug.eval,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval,org.eclipse.jdt.debug.core,38,11
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval,org.eclipse.jdt.internal.debug.core,7,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval,com.sun.jdi,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval,org.eclipse.jdt.internal.debug.core.model,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.debug.core,org.eclipse.jdt.debug.core,5,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.debug.core,org.eclipse.jdt.internal.debug.core,13,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.debug.core,org.eclipse.jdt.internal.debug.core.breakpoints,2,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,org.eclipse.jdt.debug.core,24,8
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,org.eclipse.jdt.internal.debug.core,86,9
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,com.sun.jdi,3,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,org.eclipse.jdt.internal.debug.core.model,8,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,org.eclipse.jdi,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,com.sun.jdi.event,9,4
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,org.eclipse.jdt.internal.debug.core.breakpoints,2,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core,org.eclipse.jdt.internal.debug.core.hcr,8,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.debug.eval,2,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.debug.core,22,9
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core,24,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,com.sun.jdi,314,24
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.model,1304,29
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.internal,3,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.internal.jdwp,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi.hcr,6,4
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdi,2,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,com.sun.jdi.event,2,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,com.sun.jdi.request,25,4
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.breakpoints,13,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.model,org.eclipse.jdt.internal.debug.core.logicalstructures,4,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.debug.core,198,11
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core,22,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.core.model,5,4
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.instructions,325,8
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdt.internal.debug.eval.ast.engine,32,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.instructions,org.eclipse.jdi.internal,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.eval,7,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.eval,5,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.debug.core,46,12
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.core,16,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,com.sun.jdi,63,8
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.core.model,3,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.eval.ast.instructions,15,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdt.internal.debug.eval.ast.engine,314,15
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.eval.ast.engine,org.eclipse.jdi.internal,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdt.debug.core,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdt.internal.debug.core,2,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,com.sun.jdi,123,19
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdi.internal,1731,40
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdi.internal.jdwp,301,10
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdi,4,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdi.internal.connect,7,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal,org.eclipse.jdi.internal.request,2,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.jdwp,org.eclipse.jdi.internal,5,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.jdwp,org.eclipse.jdi.internal.jdwp,27,4
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi,org.eclipse.jdt.internal.debug.core,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,com.sun.jdi,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,org.eclipse.jdi.internal,4,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,org.eclipse.jdi.internal.jdwp,6,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,com.sun.jdi.connect,22,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,com.sun.jdi.connect.spi,5,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,org.eclipse.jdi,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.connect,org.eclipse.jdi.internal.connect,97,15
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.event,com.sun.jdi,9,7
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.event,org.eclipse.jdi.internal,74,10
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.event,org.eclipse.jdi.internal.jdwp,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.event,org.eclipse.jdi.internal.event,40,23
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.event,org.eclipse.jdi.internal.request,5,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.request,com.sun.jdi,3,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.request,org.eclipse.jdi.internal,93,6
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.request,org.eclipse.jdi.internal.jdwp,7,2
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.request,org.eclipse.jdi.internal.event,19,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.request,org.eclipse.jdi.internal.request,135,5
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.request,com.sun.jdi.request,1,1
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdi.internal.spy,org.eclipse.jdi.internal.spy,756,7
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.breakpoints,org.eclipse.jdt.debug.eval,9,3
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.breakpoints,org.eclipse.jdt.debug.core,14,5
org.eclipse.jdt.debug,org.eclipse.jdt.debug,org.eclipse.jdt.internal.debug.core.breakpoints,org.eclipse.jdt.internal.debug.core,41,2
